"","rho_set","A0_unstable","A0_stable","A1_unstable","A1_stable","A1_stabilised","A1_destabilised","A0_infeasible","A0_feasible","A1_infeasible","A1_feasible","A1_made_feasible","A1_made_infeasible","A0_rho","A1_rho","rho_diff","rho_abs","complex_A0","complex_A1","A0_eig","A1_eig","LCI_A0","UCI_A0","LCI_A1","UCI_A1"
"12",-0.35,18,9982,18,9982,0,0,9989,11,9992,8,4,7,-0.35,-0.261765220359984,0.0882347796400157,-0.088228735107569,0.772982732766066,0.887027991143348,-0.559595127774054,-0.136085785774876,-1.08732875585021,0.289786245926941,-0.883491255779207,0.196638575273227
"13",-0.3,14,9986,14,9986,0,0,9993,7,9993,7,5,5,-0.3,-0.22278733463727,0.0772126653627297,-0.0771565342370322,0.76971335019433,0.883501766814019,-0.530393787161075,-0.133202250248472,-1.03386602375536,0.378831351190738,-0.937481422764585,0.316987809713468
"14",-0.25,36,9964,36,9964,0,0,9990,10,9985,15,13,8,-0.25,-0.1872263753382,0.0627736246617998,-0.0626224798896564,0.775697596262924,0.889975606817993,-0.500109552588287,-0.128530023494803,-0.990429012537128,0.495813233226338,-0.824568968060549,0.49611822496539
"15",-0.2,38,9962,38,9962,0,0,9991,9,9987,13,9,5,-0.2,-0.148982367890348,0.0510176321096517,-0.0503582194432582,0.77188541464839,0.886010762842735,-0.470894153053331,-0.123905157920137,-0.944247067591456,0.2328362582896,-0.734053165750872,0.181045094658096
"16",-0.15,50,9950,51,9949,0,1,9985,15,9985,15,9,9,-0.15,-0.111436664772338,0.0385633352276621,-0.0361649145943022,0.771244162160475,0.885337211172851,-0.436318392611375,-0.11797669363198,-0.920396316566207,0.464501743712746,-0.676001545271421,0.3715535333929
"17",-0.1,84,9916,84,9916,0,0,9989,11,9985,15,10,6,-0.1,-0.0753501363647602,0.0246498636352397,-0.0175012481782566,0.771865826994649,0.886268528620938,-0.40515913535777,-0.112465612827716,-0.882393215330268,0.710505177203524,-0.623713957217219,0.686270593539498
"18",-0.0499999999999999,107,9893,109,9891,0,2,9988,12,9986,14,13,11,-0.0499999999999999,-0.0377065172459102,0.0122934827540897,0.00808867780981098,0.773416435993104,0.887306621404835,-0.377553900127005,-0.107638125107514,-0.893703802107225,0.613905737657566,-0.712218503366297,0.503094197824112
"19",0,169,9831,171,9829,0,2,9981,19,9984,16,6,9,-3.53691532173047e-20,-7.29265115926553e-05,-7.29265115926552e-05,0.0488843973689821,0.77184855582871,0.886792167756417,-0.344754122954538,-0.0993358540439436,-0.838688281333505,0.554406087344638,-0.685822502486986,0.487390850360082
"20",0.05,284,9716,288,9712,0,4,9991,9,9990,10,6,5,0.05,0.0368615160794215,-0.0131384839205786,0.00786774908954008,0.772874750561,0.886999703881205,-0.313227631485046,-0.0934489828212168,-0.904477804955439,0.559283519880385,-0.57134627058532,0.597157258981591
"21",0.1,385,9615,390,9610,0,5,9989,11,9993,7,3,7,0.1,0.0744879766869406,-0.0255120233130594,-0.0178683648017778,0.775474918913082,0.890096460868669,-0.28060584811341,-0.0857084088540101,-0.729376371938154,0.884534647558044,-0.571678688502135,0.688068221712962
"22",0.15,603,9397,613,9387,1,11,9990,10,9989,11,7,6,0.15,0.111986766225697,-0.0380132337743025,-0.0357783466359029,0.773139017398046,0.88849408400808,-0.245747494911501,-0.0761212225085449,-0.795249401842049,1.02109225086877,-0.533828490253335,0.923690535797175
"23",0.2,718,9282,730,9270,2,14,9991,9,9984,16,10,3,0.2,0.149718199306436,-0.0502818006935646,-0.0495972592597002,0.773287771958228,0.887727591912638,-0.219553587030064,-0.0698517985184614,-0.723787420419817,0.754654513902516,-0.595878230784913,0.593537137704176
"24",0.25,1103,8897,1117,8883,8,22,9995,5,9993,7,6,4,0.25,0.186587170911512,-0.063412829088488,-0.0632651081356161,0.773624303783499,0.887872072224244,-0.184385004158604,-0.0580640182170027,-0.636588114246125,0.646782168029698,-0.494787997018329,0.700716765730259
"25",0.3,1462,8538,1477,8523,19,34,9986,14,9994,6,6,14,0.3,0.224132066058458,-0.075867933941542,-0.0758052480227715,0.77332136028135,0.888171546941267,-0.153045987246541,-0.047302759488936,-0.66375183295399,1.14793851452159,-0.566629546029549,0.911221780422774
"26",0.35,2003,7997,2020,7980,25,42,9995,5,9996,4,2,3,0.35,0.259999564750569,-0.0900004352494309,-0.0899756470812087,0.773458253310065,0.88857854320069,-0.120371380595268,-0.0349709339752164,-0.595521053900731,1.14832293108449,-0.509225122414976,1.16789480217647
"27",0.4,2581,7419,2605,7395,33,57,9993,7,9995,5,3,5,0.4,0.297943085656508,-0.102056914343492,-0.102056914343492,0.773359023678277,0.888757133506562,-0.0856726333730617,-0.0224453725247324,-0.567749024153858,1.1189564010195,-0.457235953424804,0.989815356243271
"28",0.45,3297,6703,3304,6696,67,74,9995,5,9993,7,6,4,0.45,0.334944722239956,-0.115055277760044,-0.115055277760044,0.769965558244587,0.885403631325973,-0.054224329349045,-0.00862065951667013,-0.535917502868518,1.09653245223869,-0.377725370840965,1.09323990153713
"29",0.5,4056,5944,4048,5952,92,84,9992,8,9996,4,3,7,0.5,0.371872813393883,-0.128127186606117,-0.128127186606117,0.772235891055291,0.887089579439919,-0.0237384512356036,0.00525536088440712,-0.640552956592169,0.826591286326209,-0.387098855043175,0.746325407114777
"30",0.55,4930,5070,4923,5077,100,93,9995,5,9997,3,2,4,0.55,0.409561199036714,-0.140438800963286,-0.140438800963286,0.773058213382441,0.888325798240183,0.0129455698604992,0.0251637011247251,-0.467321695842526,1.3341693305764,-0.386959744010539,0.932099191014061
"31",0.6,5888,4112,5842,4158,148,102,9993,7,9992,8,4,3,0.6,0.445719007277014,-0.154280992722986,-0.154280992722986,0.770572831612187,0.886650924799153,0.043713036712274,0.0407812248805222,-0.409458958282939,1.02349053794058,-0.388993373520766,0.917545217853266
"32",0.65,6522,3478,6483,3517,138,99,9996,4,9998,2,2,4,0.65,0.484292230385552,-0.165707769614448,-0.165707769614448,0.770891534812771,0.886205675342097,0.0732474509151879,0.0588078262381675,-0.40957713407208,0.973525871330873,-0.315910204804278,0.941817836208584
"33",0.7,7432,2568,7382,2618,129,79,9998,2,9996,4,4,2,0.7,0.520460400617414,-0.179539599382586,-0.179539599382586,0.771646288384378,0.887322400155231,0.110068102014034,0.0824537537414066,-0.400180351617281,1.3480203477469,-0.21881914227377,0.985167102321167
"34",0.75,8150,1850,8092,1908,114,56,9996,4,9994,6,2,0,0.75,0.559486285759324,-0.190513714240676,-0.190513714240676,0.771772121561082,0.887269450471387,0.141071050994571,0.104821324122601,-0.457750766899459,1.39467646045465,-0.272049986655308,1.39897412660566
"35",0.8,8803,1197,8741,1259,105,43,9998,2,9999,1,1,2,0.8,0.596516073080996,-0.203483926919004,-0.203483926919004,0.770462408576319,0.885969169695643,0.175763345637241,0.126978497689577,-0.316345716678841,1.17573614015641,-0.206860568276255,1.04500895165661
"36",0.85,9238,762,9200,800,65,27,9999,1,9997,3,3,1,0.85,0.632455011609166,-0.217544988390834,-0.217544988390834,0.769727190786793,0.885674672958139,0.2079292855614,0.150808399363407,-0.255786155240053,1.24149325252101,-0.178902361008588,1.03649102570763
"37",0.9,9562,438,9533,467,34,5,10000,0,9996,4,4,0,0.9,0.670451011972076,-0.229548988027924,-0.229548988027924,0.771579880688324,0.887346620041804,0.241716843661071,0.177528997699019,-0.227123718197235,1.22950420538642,-0.179284888250419,1.23711674134156
